model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,run,overall_bias
gemma3:4b,29139609,0.6,0.7,0.3,0.4,0.85,"The article primarily focuses on Ukrainian youth involvement in sabotage, highlighting a concerning trend. The framing emphasizes the destabilizing impact of these actions and the potential for Russian manipulation. While quoting experts, the overall narrative leans towards a critical assessment of the situation.",1,0.5
gemma3:4b,29132309,0.2,0.3,0.4,0.1,0.8,"The article focuses on a personal account of life in Gaza during a conflict, offering a human-centered perspective. The framing emphasizes the resilience of individuals and the disruption caused by the war, leaning slightly towards empathy. The speaker, Nahed, provides a firsthand narrative, though the podcast is produced by a Swiss broadcaster.",1,0.25
gemma3:4b,29139514,0.0,0.0,0.0,0.0,0.8,"This article reports on a civil defense exercise involving sirens in Switzerland. It focuses on the technical aspects of the test, including the number of sirens, mobile sirens, and notification delivery. There is no discernible political leaning or framing present.",1,0.0
gemma3:4b,29138377,0.3,0.6,0.2,0.4,0.8,"The article heavily focuses on individuals connected to Jeffrey Epstein, primarily through documented relationships and financial transactions. The framing leans towards exposing potential wrongdoing and scandal, particularly regarding the royal family and prominent political figures. While the article presents information about the guests (Epstein and various individuals), it predominantly frames them negatively, highlighting their connections to a controversial figure and potential abuses of power.",1,0.375
gemma3:4b,29137477,0.0,0.1,0.0,0.0,0.8,"The article presents a collection of diverse, positive stories from Switzerland, focusing on innovation, sustainability, and community initiatives. There's no clear political leaning or favoring of specific viewpoints. The stories highlight technological advancements, social trends, and local figures, maintaining a neutral and informative tone.",1,0.025
gemma3:4b,29139808,0.0,0.1,0.0,0.0,0.8,"The article focuses on a historical archaeological project involving the deciphering of ancient graffiti. It presents the research and technological advancements used in the process in a neutral and informative manner, highlighting the discoveries and the team's efforts. There is no discernible political leaning or framing.",1,0.025
llama3.2:latest,29134931,-0.5,0.2,-0.1,0.0,0.8,"L'article présente un ton neutre et objectif, mais les citations de la riveraine et du géologue Rodolfo Carosi suggèrent une légère orientation à gauche en raison de leurs critiques envers le gouvernement italien et son manque de prévention des catastrophes naturelles. Le ton est cependant suffisamment neutre pour ne pas influencer la lecture globale du texte.",2,-0.1
llama3.2:latest,29138341,-0.1,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie en particulier. Le sujet de la LAVI est traité de manière objective, mais certains détails suggèrent que le discours du chef de l'Office valaisan de coordination des prestations sociales, Roland Favre, pourrait être légèrement plus favorable à la droite.",2,-0.025
llama3.2:latest,29137551,-0.2,0.1,0.3,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie politique en particulier. Le sujet du voyage d'Ignazio Cassis à Kiev est présenté comme un effort de paix et de dialogue, sans dénaturer la situation géopolitique actuelle.",2,0.049999999999999996
llama3.2:latest,29130526,-0.5,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne prend pas position sur le sujet, mais souligne les problèmes de pesticides dans les fruits suisses. La législation est critiquée pour être trop stricte, ce qui pourrait être considéré comme une tendance à la gauche. Cependant, l'Office fédéral de la sécurité alimentaire et des affaires vétérinaires est cité pour expliquer les mesures en place.",2,-0.125
llama3.2:latest,29136599,-0.5,-1.0,-0.2,0.0,0.8,"L'article présente une vision critique de la situation en Gaza, soulignant les restrictions imposées par Israël et les conséquences pour les habitants de la bande de Gaza. Le ton est objectif, mais il y a quelques allusions à la position israélienne qui pourraient être considérées comme partiales. La confiance dans l'objectivité est élevée, mais il faudrait vérifier les sources et les informations présentées pour une analyse plus approfondie.",2,-0.425
llama3.2:latest,29137324,-0.5,1.0,0.8,0.0,0.9,"L'article présente une vision généralement positive de l'initiative climatique, avec des citations favorables à la gauche et une analyse détaillée des avantages du fonds climat. La tonalité est tendue vers la défense de la politique climatique actuelle, ce qui suggère un biais légèrement à gauche.",2,0.325
llama3.2:latest,29137930,-0.1,0.2,0.1,0.0,0.8,"L'article présente une description neutre du fossile et de la découverte, sans inclure de langage partialement politique. Les citations des chercheurs sont également neutres, ne contenant que des déclarations scientifiques. Cependant, le ton de l'article est légèrement plus favorables aux idées scientifiques que à une approche critique ou controversée.",2,0.05
llama3.2:latest,29125285,-0.5,0.2,0.1,0.0,0.8,"L'article présente une vision globale des émissions de Zurich, soulignant les efforts locaux pour réduire les émissions directes, mais met en évidence également l'impact significatif des émissions indirectes et de la consommation à l'étranger. La tone est neutre et informative, sans tendance clairement à gauche ou à droite.",2,-0.049999999999999996
llama3.2:latest,29137608,-0.1,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence politique pour le sujet du réchauffement climatique ou des flotteurs robotisés. Cependant, il est possible que certains lecteurs puissent percevoir une légère tendance vers la sensibilisation à l'enjeu climatique, ce qui pourrait être interprété comme un léger bias à gauche.",2,-0.025
llama3.2:latest,29134900,-1.0,-1.0,-1.0,-1.0,0.8,"L'article présente une vision très critique de la situation en Gaza, mettant en avant les souffrances et les difficultés vécues par les Palestiniens. Le ton est décrié comme 'd'une brutalité inouïe' et 'inacceptable'. Les sources citées sont des journalistes et des activistes pro-palestiniens, ce qui confère une certaine crédibilité à l'article. Cependant, il est important de noter que le point de vue présenté peut être considéré comme parti pris et non représentatif d'une vision neutre ou objective.",2,-1.0
llama3.2:latest,29133473,-0.5,0.2,-0.1,0.0,0.8,"L'article présente un sujet qui semble être neutre, mais avec une légère tendance vers la critique de l'administration locale. Le ton est relativement objectif, mais il y a quelques phrases qui pourraient être considérées comme favorables à la gauche. Les deux parties impliquées sont traitées équitablement, mais il y a une légère prépondérance dans les informations fournies sur l'administration locale. Les invités ne sont pas cités, ce qui suggère un manque de perspective politique.",2,-0.1
llama3.2:latest,29132722,-0.1,-0.3,-0.4,-0.2,0.8,"L'initiative pour réduire la redevance SSR et exonérer les entreprises du financement des médias de service public a été rejetée à courte majorité, tandis que l'initiative pour un fonds climat a également été refusée. Les partisans de l'UDC sont les seuls à soutenir la baisse de la redevance radio-tv à 200 francs, et le non est majoritaire dans toutes les classes d'âge.",2,-0.25
llama3.2:latest,28980688,-0.1,0.2,0.4,0.6,0.8,"L'article présente une vision générale positive de l'implantation des entreprises suisses en Irak, soulignant les opportunités économiques et les avantages de la coopération avec le pays. Cependant, il est important de noter que l'article ne présente pas d'opposition ou de critique significative à ces initiatives, ce qui pourrait indiquer une légère prédominance de la perspective suisse.",2,0.275
llama3.2:latest,29138895,-0.2,0.1,-0.3,0.0,0.8,"L'article présente une vision générale des problèmes de santé au travail, sans inclure des perspectives de droite. Le ton est relativement neutre, mais le syndicat utilise des termes comme « mesures alibis » pour critiquer les employeurs, ce qui peut suggérer un biais à gauche.",2,-0.1
llama3.2:latest,29137468,-0.5,0.0,-0.25,0.0,0.8,"L'article présente un ton neutre, mais évoque une certaine ambiguïté quant au statut de David Vocat et à la motivation de son audition. La mention du contrôle en 2018 et des époux Moretti suggère une certaine préférence pour les accusations contre le suspect, mais sans preuves concrètes.",2,-0.1875
llama3.2:latest,29138628,-0.1,0.2,-0.05,0.15,0.8,"L'article présente une vision générale de la révision du texte, mais manque de détails sur les implications politiques et économiques de cette loi. La représentation des différents groupes politiques est équilibrée, mais le ton peut être considéré comme légèrement plus favorable à gauche que à droite.",2,0.05
llama3.2:latest,29138029,-0.1,0.2,-0.3,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie en particulier. Cependant, la mention du refus des hôpitaux valaisans de communiquer les informations sur les blessés peut être interprétée comme une légère tendance à favoriser l'information positive sur les blessés suisses.",2,-0.049999999999999996
